KakaoTalk Chats 자전컴과방 (27)
Date Saved : 1:13PM, January 21, 2014


11:36AM, March 8, 2013
4:39AM, November 5, 2013, 동권 : 이거도 셤범위인가
4:51AM, November 5, 2013, 동권 : 12번 슬라이드는 에너지 보존 안되는거지?
4:55AM, November 5, 2013, 오성민 : ㅇㅇㅇ 
5:28AM, November 5, 2013, 동권 : 근데 7.15에서 Vi값에 따라 새츄나 액티브 여부가 안바뀌는거같아
7:16AM, November 5, 2013, 이현제 : 하 지금 일어나서 이 대화 내용들을 봤는데 무슨 얘긴지 하나도 모르겠넼ㅋㅋㅋ
7:17AM, November 5, 2013, 이현제 : 부모님 세대는 전공 하나 해도 60학점 채워야 하는 걸 이해하지 못하시는 듯
8:16AM, November 5, 2013, 오성민 : 그거 VI 1, 1.1, 1.2 
8:16AM, November 5, 2013, 오성민 : 다 active region아ㅑ?
8:16AM, November 5, 2013, 오성민 : ㅇㅇㅇ 안바뀜
8:20AM, November 5, 2013, 오성민 : BJT에서 saturationd일떄는 걍 BJT없이 도선 이어져 있는것처럼 하고 풀면 되나
8:28AM, November 5, 2013, 오성민 : 누가 2006년 기출 5번좀 풀어바바 ㅠ
8:59AM, November 5, 2013, 이현제 : 전 이제 챕터 7 보기 시작해서... ㅜ
10:19AM, November 5, 2013, 오성민 : 우리 small signal circuit 나와?
10:50AM, November 5, 2013, 오영진 : 셤공부땜에고생많네 ㅋㅋ
10:50AM, November 5, 2013, 오영진 : 동권이랑 성민이형 오늘도 선대안오지
10:57AM, November 5, 2013, 오성민 : ㅇㅇㅇㅇㅇ
11:44AM, November 5, 2013, 동권 : 킁
11:44AM, November 5, 2013, 동권 : 이제일남
11:56AM, November 5, 2013, 동권 : 2006년 3번은 컷오프되잇어야하낭
11:58AM, November 5, 2013, 동권 : 아 전류가 0 되면 되겟?
12:01PM, November 5, 2013, 오성민 : 난 세츄레이션으로 했는데
12:01PM, November 5, 2013, 오성민 : 아닌가
12:09PM, November 5, 2013, 노승은 : 우와... 다들 고생많으시네
12:09PM, November 5, 2013, 노승은 : 시험 잘보세요~
12:13PM, November 5, 2013, 동권 : 저항 생기는게 맞는듯ㅇㅇ
12:13PM, November 5, 2013, 동권 : 글거 5번 답 뭐나옴?
12:18PM, November 5, 2013, 오성민 : 언제꺼
12:21PM, November 5, 2013, 동권 : 2006년 물어본거아니엇슴?
12:29PM, November 5, 2013, 동권 : 글구 2006년 7번은 무슨 다이오드 모델인지 몰라도 풀수있는거?
12:30PM, November 5, 2013, 오성민 : 그니까 exam 2? 1?
12:30PM, November 5, 2013, 동권 : 1시험
12:30PM, November 5, 2013, 오성민 : 2006년은 6번까지밖엥벗잖아
12:32PM, November 5, 2013, 동권 : 아 6번ㅋㅋ
12:32PM, November 5, 2013, 동권 : 7번이아님
12:37PM, November 5, 2013, 오성민 : 4번은 Vo = 3나오는거맞지?
12:44PM, November 5, 2013, 동권 : 루트5나오던데
12:44PM, November 5, 2013, 동권 : 두둔
12:44PM, November 5, 2013, 동권 : 캐패시터 달린문제중에 미방푸는거 나오나? 까먹ㅁ...
12:45PM, November 5, 2013, 오성민 : 2006ex1의 4번
12:45PM, November 5, 2013, 오성민 : saturation가정하면
12:46PM, November 5, 2013, 오성민 : 0.2(Vo-1)^ / 2 = 0.4
12:46PM, November 5, 2013, 오성민 : 이거풀면 Vo  = 3이잔하
12:49PM, November 5, 2013, 오성민 : 5번에 (가) 1.062 V
12:49PM, November 5, 2013, 동권 : 좌변 2로 나누지아늠?
12:49PM, November 5, 2013, 오성민 : 2로나눈거잔어 
12:50PM, November 5, 2013, 오성민 : K(Vo-VT)^2 / 2 = id
12:50PM, November 5, 2013, 동권 : ㅇㅇ k가 0.2임
12:50PM, November 5, 2013, 오성민 : 아 ㅋㅋㅋㅋㅋㅋㅋ대박
12:50PM, November 5, 2013, 오성민 : 2로나누면안되네 ㅋㅋ saturation에서
12:50PM, November 5, 2013, 동권 : 그리구 5번 7.648나옴ㅋㅋ
12:50PM, November 5, 2013, 동권 : 안드로메다
12:50PM, November 5, 2013, 오성민 : ㄴㄴ 동건 7.648은 saturation가정하고 푼건데
12:51PM, November 5, 2013, 동권 : 그거 scs모델 쓰면 나누는거고 안쓰면 안나뉴는거깅한데
12:51PM, November 5, 2013, 동권 : 안나눠야겟지
12:52PM, November 5, 2013, 오성민 : 아 satu란다.. active가정하고풀면
12:52PM, November 5, 2013, 오성민 : 그값나오는데 active아니라서 다시해야함
12:52PM, November 5, 2013, 오성민 : scs모델이랑 sr모델이랑 다른거 지금아랑ㅆ네...
12:54PM, November 5, 2013, 동권 : 왜 안액티브??
12:54PM, November 5, 2013, 동권 : 0.2이상 차이나자나
12:56PM, November 5, 2013, 오성민 : 아맞네 ㅋㅋ 쏘뤼 실수
12:56PM, November 5, 2013, 동권 : ㅋㅋㅋㅋ
12:56PM, November 5, 2013, 오성민 : 근데 언제 SCS모델로 전류구하고 언제는 /2안하는줄 암
12:56PM, November 5, 2013, 오성민 : ?
12:56PM, November 5, 2013, 동권 : 그게 문제임ㅋㅋ
12:57PM, November 5, 2013, 동권 : 그게 아날로그회로 분석할땐 2로 나누는듯
12:57PM, November 5, 2013, 동권 : 이유는 모름ㅋㅋ
12:57PM, November 5, 2013, 이현제 : 아 7장이 가장 중요한 것 같은데 하나도 모르겠닼ㅋㅋㅋㅋ 쉬밤
12:57PM, November 5, 2013, 동권 : 2006-1 6번 아무도 안풀엇남 ㅠ
12:58PM, November 5, 2013, 오성민 : 엘디
12:58PM, November 5, 2013, 오성민 : 그거 SCR모델 같은거래
12:58PM, November 5, 2013, 오성민 : 걍 K가 상순데 그거 두배로 줬냐 바으로줬냐임
12:58PM, November 5, 2013, 오성민 : 아항
12:59PM, November 5, 2013, 동권 : 아긍쿠나
12:59PM, November 5, 2013, 동권 : 조교한테 무러바야겟다 문제풀때
1:06PM, November 5, 2013, 오성민 : 6번은 ideal 이지안으까
1:06PM, November 5, 2013, 오성민 : 그렇게하면 D1 X D2 O일떄 V=3
1:08PM, November 5, 2013, 동권 : 아그리고 2008년 1시함 4번 다이오드 안켜지지?
1:08PM, November 5, 2013, 오성민 : V가 음전압일떄 켜짐
1:08PM, November 5, 2013, 동권 : 아 음전압일수잇군
1:16PM, November 5, 2013, 오성민 : 근데 (나)는 답이 어케됨
1:16PM, November 5, 2013, 오성민 : 그림되게이상해지는데
1:49PM, November 5, 2013, 동권 : 나는 안풀어보고 걍 옴 ㅠ
1:49PM, November 5, 2013, 오영진 : 성민형 동권
1:49PM, November 5, 2013, 오영진 : 과제내가찾아줌?
1:49PM, November 5, 2013, 동권 : 나 과제 안냄ㅋㅋ
1:49PM, November 5, 2013, 오영진 : ㅋㅋㅋ자랑이다
1:49PM, November 5, 2013, 오영진 : 성민이형 과제찾아줄가
1:50PM, November 5, 2013, 동권 : ㅋㅋㅋ 10프로 아깝네
3:55PM, November 5, 2013, 오성민 : 아 컴프 숙제 점수 졸라 허탈하네 ㅋㅋㅋㅋㅋㅋㅋㅋ
3:56PM, November 5, 2013, 오성민 : hw1-1내야하는데 hw1-2만 두개냄 ㅡㅡ
3:57PM, November 5, 2013, 정형식프원 : 헉그게형이었구나ㅜㅜㅜ
3:57PM, November 5, 2013, 오성민 : 진짜 최악이네
5:10PM, November 5, 2013, 동권 : 아놔
5:10PM, November 5, 2013, 동권 : bjt 제대로 병맛짓거리했네 ㅋㅋ
5:11PM, November 5, 2013, 동권 : 20점 까이고시작할듯...
5:32PM, November 5, 2013, 동권 : 다들 어땠음??
5:40PM, November 5, 2013, 이다솔 : 이번 컴프시간에 중간 파트1 답 알려주셧어염
5:40PM, November 5, 2013, 이다솔 : 1번 4003 
2번
5 5 3 3 1 6 4 4 2 2 
1
3번
BRKDBR
5:40PM, November 5, 2013, 이다솔 : 이거래염
5:45PM, November 5, 2013, 이다솔 : 아글고다음과제는 이번 7과 ppt슬라이드에 있는 C strings 함수들 중에 몇 개를 구현하는 게 될거래요~~
6:03PM, November 5, 2013, 유경인 : 오 다솔 ㄱㅅㄱㅅ
6:05PM, November 5, 2013, 오성민 : 파트1 좀 틀렸군
6:08PM, November 5, 2013, 노승은 : 다솔이 힘내라
6:21PM, November 5, 2013, 이다솔 : ㅋㅋㅋㅋㅋ넼ㅋㅋ

3:30PM, November 6, 2013
3:30PM, November 6, 2013, 오성민 : 아... 컴프 숙제안봐주네 퓨
3:30PM, November 6, 2013, 오성민 : ㅠㅠ
3:30PM, November 6, 2013, 오성민 : 망
3:36PM, November 6, 2013, 동권 : ㅠㅠㅠ 힘내뮤
4:55PM, November 6, 2013, 노승은 : 혹시 배달음식점 산골 전화번호 아시는분 있나요~?
4:56PM, November 6, 2013, 남형욱 : '샤달: 서울대 배달음식' 확인 - https://play.google.com/store/apps/details?id=com.lchpatners.shadal
4:56PM, November 6, 2013, 유경인 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4:56PM, November 6, 2013, 남형욱 : ㅎㅎㅎ
4:56PM, November 6, 2013, 남형욱 : 샤달에 산골도 있어요
4:56PM, November 6, 2013, 남형욱 : 아 부끄럽다
4:58PM, November 6, 2013, 김성학 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
4:58PM, November 6, 2013, 노승은 : 와 이거
4:58PM, November 6, 2013, 노승은 : 좋다
4:58PM, November 6, 2013, 노승은 : 감사
4:59PM, November 6, 2013, 최석원 호바스자전 : ㅋㅋㅋㅋㅋㅋ굳굳
5:01PM, November 6, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

6:02PM, November 8, 2013
6:02PM, November 8, 2013, 호정 : 컴공세 들은 분들 혹시 박승운 대표님이 만든 회사 이름 기억하세요(곤란)(곤란)
6:03PM, November 8, 2013, you : icube 아닌가
6:04PM, November 8, 2013, 호정 : 오 맞는 거 같아요ㅋㅋ감사합니다
8:09PM, November 8, 2013, 전민영 cls11이조 : http://snulife.com/all/24649733
혹시 스누라이프 아이디가 있으신 분들은 보트피플에 관한 위의 글을 추천해 주시기를 부탁드려요!ㅠㅠ
그리고 저 링크로 들어가면 나오는 페이스북 이벤트에도 참여하신다면
추첨을 통해 두분께 라섹수술이용권을 드립니다
8:25PM, November 8, 2013, 노승은 : 라섹 ㅋㅋㅋㅋㅋㅋㅋㅋ
8:25PM, November 8, 2013, 노승은 : 추천할게!
8:30PM, November 8, 2013, 전민영 cls11이조 : 감사!~~~

3:50PM, November 11, 2013
3:50PM, November 11, 2013, 이현제 : 프원 출첵하면 좀 알려주세요 ㅠ
3:52PM, November 11, 2013, 호정 : 저..도
3:53PM, November 11, 2013, 유경인 : 저..도
3:57PM, November 11, 2013, 노승은 : ㅋㅋㅋ다들 뭐 시험있어?
3:57PM, November 11, 2013, 노승은 : 어 이거 프원방아니네 프원방에다말하지 ㅋㅋ
3:58PM, November 11, 2013, 호정 : ㅋㅋㅋㅋㅋ

1:14PM, November 13, 2013
1:14PM, November 13, 2013, 오영진 : 혹시 대만이 컴퓨터 산업이 유명한가요??
1:26PM, November 13, 2013, 김성학 invited 안석찬.
1:26PM, November 13, 2013, 김성학 : 이번 학기에 논설 듣고 있는 친구입니다!
1:27PM, November 13, 2013, 이소명 : 컴프과제는 딜레이 없나요? (눈물)(눈물)(눈물)(눈물)
1:52PM, November 13, 2013, 이다솔 : 하루에7점씩깍여
1:52PM, November 13, 2013, 이다솔 : 50점만점임
2:01PM, November 13, 2013, 이소명 : 아하
2:01PM, November 13, 2013, 이소명 : 좋다
9:39PM, November 13, 2013, 오성민 : 컴프 hw2-1, 2-2 변태같은 input 뭐가있을까요?
9:50PM, November 13, 2013, 이소명 : 몰라 지금 2번 시작했어 망했다
9:50PM, November 13, 2013, 오성민 : ㅇㅅㅁ !
9:50PM, November 13, 2013, 오성민 : 근데 내일모래 그 홈커밍데이인가하는거는 신청하고 가야하는거야?
9:52PM, November 13, 2013, 이소명 : ㅇㅇ
9:52PM, November 13, 2013, 이소명 : 지금 할래?
9:52PM, November 13, 2013, 이소명 : 걍 나한테 말하면 내가 표 준비해놔줄게
9:52PM, November 13, 2013, 오성민 : 표는뭐야?
9:53PM, November 13, 2013, 이소명 : 원래 조교실에서 받는거야
9:53PM, November 13, 2013, 이소명 : 그거 없으면 밥 못 먹어
9:53PM, November 13, 2013, 이소명 : 청바지 입지마
9:53PM, November 13, 2013, 오성민 : 신청할래 밥주세여
9:53PM, November 13, 2013, 이소명 : ㅇㅇ
9:56PM, November 13, 2013, 이소명 : 아 난 컴프하고 가서 ㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂ 망했다 ㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂㅅ 내가 나중에 돈 ㅈㄴ 많이 벌어서 걍 파티 플래너 고용하라고 기부해줘야지
9:58PM, November 13, 2013, 이다솔 : 나도여기서신청할랭
9:58PM, November 13, 2013, 이소명 : ㅇ
9:59PM, November 13, 2013, 이다솔 : 존나카리스마잇네
9:59PM, November 13, 2013, 오성민 : 이소명멋있다
9:59PM, November 13, 2013, 오성민 : 훈남
10:05PM, November 13, 2013, 이다솔 : 소명리근데
10:05PM, November 13, 2013, 이다솔 : 나신청만하고안갈수도잇어
10:05PM, November 13, 2013, 이다솔 : 뿌잉
10:09PM, November 13, 2013, 이소명 : 걍 신청하지마 그럼. 아냐 ㅠㅠㅠㅠ 일단 준비는 해놀게 근데............ 알았어
10:10PM, November 13, 2013, 이소명 : 훈남이라니 꺼졍
10:13PM, November 13, 2013, 이현제 : 벼리 등 학생회에서 오래 굴러본 입장에서 말하자면...
10:14PM, November 13, 2013, 이현제 : 신청해놓고 안 오는 사람들이 가장 미워요
10:14PM, November 13, 2013, 이현제 : 정말 당일에 사정 있어서 안 오는 사람들도 '어쩔 수 없지 뭐.'라고 생각하면서도 조금 찝찝한데
10:14PM, November 13, 2013, 이현제 : 대놓고 '안 갈 수도 있음 ㅋ' 이건 좀 아닌 것 같네요
10:16PM, November 13, 2013, 오성민 : 난 애초에 홈커밍행사를 참석조사하는게 이상한데
10:17PM, November 13, 2013, 오성민 : 아니뭐 예산 감잡을라고 대충 잡는건 이해하는데 참불 조사하고나서 출석체크하듯 보는건 좀 웃긴듯
10:17PM, November 13, 2013, 오성민 : 아니뭐그렇다고 ㅋㅋㅋ
10:17PM, November 13, 2013, 이현제 : 저도 그건 그렇게 생각하지만....
10:17PM, November 13, 2013, 이현제 : 벼리나 새터 때 하도 호되게 당해서
10:17PM, November 13, 2013, 이현제 : 쩝쩝 뭐 기분이 좀 그렇네요
10:33PM, November 13, 2013, 이소명 : 1인당 3만원에 + 알파 투자하는거여서 그런거 같은데........ 뭐 안 와도 상관 없어
10:34PM, November 13, 2013, 이다솔 : 누나나꼭가께
10:34PM, November 13, 2013, 이다솔 : 기분나빴음미안행!
10:47PM, November 13, 2013, 이소명 : ㅇㅇ ㅋㅋ
10:56PM, November 13, 2013, 오성민 : 소명이가 누나였어?

11:38PM, November 14, 2013
11:38PM, November 14, 2013, 이다솔 : ㅋㅋㅋㅋㅋ헐읽씹햇엇네
11:38PM, November 14, 2013, 이다솔 : 네!제가조졸이라서요^^
11:41PM, November 14, 2013, 노승은 : 다솔 조졸?
11:41PM, November 14, 2013, 노승은 : 소명이가 92고 다솔이가 현역 93이자나
11:42PM, November 14, 2013, 이소명 : 소명이가 빠른 93이고 다솔이가 현역 93이죠
11:42PM, November 14, 2013, 노승은 : 자기자신을 3인칭으로 부르다니
11:42PM, November 14, 2013, 노승은 : 승은이는 당황스럽군
11:43PM, November 14, 2013, 이다솔 : 진짜아무도안믿네
11:43PM, November 14, 2013, 이다솔 : 다솔이는슬프군
11:44PM, November 14, 2013, 오영진 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:45PM, November 14, 2013, 이소명 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 그냥 문장 고친건데 ㅋㅋㅋㅋㅋㅋㅋㅋ 소명이는 빵 터졌군
11:47PM, November 14, 2013, 전민영 cls11이조 : 민영이는 웃기다
11:52PM, November 14, 2013, 최석원 호바스자전 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
11:55PM, November 14, 2013, 김성학 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

12:08AM, November 15, 2013
12:08AM, November 15, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12:22AM, November 15, 2013, 유경인 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12:22AM, November 15, 2013, 유경인 : 아이걸이제봣넼ㅋㅋㅋㅋ
12:23AM, November 15, 2013, 전민영 cls11이조 : 경인이는이제봤구나

1:27PM, November 17, 2013
1:27PM, November 17, 2013, 오성민 : 던킨 모닝세트 쿠폰
 
http://m.dunkindonuts.co.kr/e/view.html?no=2494   
정답:모닝콤보
비회원으로해서 쿠폰 받으면 됩니다
100% 증정
2:00PM, November 17, 2013, 안석찬 : ㅋㅋㅋㅋㅋㅋㅋ

8:10AM, November 20, 2013
8:10AM, November 20, 2013, 오성민 : 안녕하세요.
 
팀스몰팍 이범연입니다.
 
저희 팀스몰팍은 블랜트 스노우 아우터웨어와 엑스게임스노우샵의 후원과 저희 자체적인 경비 그리고 개개인의 시간과 노력을 통해 올해 6회 재능나눔 스노보드 캠프를 열게 되었습니다.
 
스노보드 문화의 보급과 공유를 위해 마련한 이번 행사는 무료강습과 진행, 이벤트 및 축하공연, 경품행사 및 레크레이션을 포함하고 있는 현존하는 가장 즐겁고 유익하며 경재적인 캠프라고 자부합니다. ^ ^
* 12월 말 스키장 최강 성수기 금/토/일 캠프로 진행하며, 가장 저렴한 가격으로 웰리힐리파크와 계약을 하게 되었습니다. 더욱더 좋은 눈상태와 추억을 만들어 보세요~
 
참가자들의 참가비는 전액 리프트 및 식사/숙박 그리고 장비대여료로 사용되며, 캠프 운영 및 강사 식사와 리프트 숙박 등에 사용되지 않습니다.
강사와 운영진은 숙소 및 시즌권 그리고 리프트권을 각자 구매하고 캠프 3주전부터 강사교육을 받게됩니다. 본 캠프의 강사로 활동하려면 단순히 보낸시즌보다는 강사로서의 자질을 캠프 3주전부터 교육을 통해 검증하며, 좋은 시범과 태도 그리고 자발적 참가 의사에 따라 선정되게됩니다.   
적지않은 돈을 써가며 캠프에 강사로 참여하지만 스노보드를 사랑하고 즐기는 한사람 한사람으로서 여러분들과 함께 스노보드 문화를 누릴 수 있다는 생각에 그저 즐거울 따름입니다. ^ ^
 
6회째를 맞이하며 더욱 알차고 즐거운 재능나눔캠프가 되도록 노력하겠습니다.
 
더불어 지난 6개월간 준비하며 고생해준 팀스몰팍 식구들에게 진심으로 감사드리며, 남은 기간동안 교육과정 이수가 무사히 끝나길 기원합니다.
 
 
-------------------------------이하 접수 안내----------------------------------
 
 
일시: 2013년 12월 27일 오전 8시 30분부터 12월 29일 3시까지 (서울 출발시간 및 서울 도착시간 기준)
장소: 웰리힐리 파크
주관: 팀스몰팍 (페이스북 그룹)
후원: 블랜트 스노우 아우터웨어 (www.Ble...
8:10AM, November 20, 2013, 오성민 : 팀스몰팍(TSP) 재능나눔 보드캠프가 돌아왔습니다. 
일시: 12/27~29 금토일
비용: 18만(대여숙박식사포함)
강습: 입문부터 고급까지
 
저렴한 가격에 양질의 강습, 좋은 사람들과 즐거운 시간을 보장합니다.
참가하실분은 갠톡으로
이름/성별/연령(미성년자는 차후 부모동의서 필요)/연락처/거주지/보드경력(시즌 몇회)/구사기술(슬로프와 턴의종류)/희망조편성 및 강사/신장/발사이즈/단체버스 여부(사당or종합운동장)/장비대여 여부/ 보드복대여 여부/단체보험가입 여부(차후 문자로 주민번호 요구)/후발대 여부(직장인 및 늦출자)/입금일과 금액기입
보내주시거나
http://club.cyworld.com/52798265144/58504522
에서 신청해주세요
10:27AM, November 20, 2013, 전민영 cls11이조 : 자유전공학부 학생회장선거, 나래반,여우비반,해밀반장선거
https://vote.snu.ac.kr
에서 진행중입니다. 우리의 대표를 우리 손으로 뽑읍시다. 일년에 한번 찾아오는 소중한 한표, 꼭 행사해주시기를 부탁드립니다. (휴학생도 투표 가능합니다.)
10:32AM, November 20, 2013, 오성민 : 다했다 ㅋㅋ 이거편하네
10:37AM, November 20, 2013, 오영진 : 폰으로하려니까 계속세션완료됐다구안되네..
10:37AM, November 20, 2013, 전민영 cls11이조 : 음...
10:37AM, November 20, 2013, 전민영 cls11이조 : 새로고침 해도 그러신가요?ㅠㅠ
10:40AM, November 20, 2013, 전민영 cls11이조 : 뒤로가기는 세션이 그대로유지되니 새로고침을 부탁드려요ㅠㅠ
10:42AM, November 20, 2013, 오영진 : ㅋㅋㅋ 네 기록도 다지워봤는데 안되네요 이따가컴터로해야할듯
10:42AM, November 20, 2013, 전민영 cls11이조 : 헉... 휴대폰기종이어떻게되시나요?
10:43AM, November 20, 2013, 전민영 cls11이조 : 저희가 해결해야될문제인 것 같네요
10:47AM, November 20, 2013, 오영진 : <Photo>
10:47AM, November 20, 2013, 오영진 : 저 노트2써요 카톡에걸린링크가 바로크롬으로들어가져서
10:47AM, November 20, 2013, 오영진 : 혹시나하구 주소복사해서 익스플로러로했는데 되네요
10:47AM, November 20, 2013, 전민영 cls11이조 : 아~...
10:47AM, November 20, 2013, 오영진 : 저건 크롬으로했을때 나는오류
10:48AM, November 20, 2013, 전민영 cls11이조 : 익스플로러라는말씀은
10:48AM, November 20, 2013, 오영진 : 기본인터넷이요~
10:48AM, November 20, 2013, 전민영 cls11이조 : 휴대폰의 기본 '인터넷' 말씀
10:48AM, November 20, 2013, 전민영 cls11이조 : 투표해주셔서감사합니다~ 크롬이 왜안됐을까...
6:12PM, November 20, 2013, 동권 : 교수님식사
6:12PM, November 20, 2013, 동권 : 가는사람~
6:15PM, November 20, 2013, 호정 : 방금온수문자들이그거였구나
6:15PM, November 20, 2013, 전민영 cls11이조 : 오읭?
6:15PM, November 20, 2013, 오성민 : 감
6:28PM, November 20, 2013, 정형식프원 : 나도감
6:40PM, November 20, 2013, 이소명 : 난 모르겠다 ㅎㅎㅎㅎ
6:42PM, November 20, 2013, you : 가야곘다 ㅋㄱ
6:47PM, November 20, 2013, 이현제 : 저도 가요
8:30PM, November 20, 2013, 노승은 : 가여 ㅋㅋ
9:08PM, November 20, 2013, 유경인 : 가요
9:16PM, November 20, 2013, 은진수 cls 10 : 갑니다
9:19PM, November 20, 2013, 이다솔 : 전안감ㅋ.ㅋ
9:37PM, November 20, 2013, 호정 : 오엄청많이들가신다@@
9:52PM, November 20, 2013, 동권 : 가자!!
10:08PM, November 20, 2013, 최석원 호바스자전 : 저도가요~
10:23PM, November 20, 2013, 동권 : 노호도
10:23PM, November 20, 2013, 동권 : 가자
10:23PM, November 20, 2013, 동권 : ㅋㅋㅋ 진수형은
10:23PM, November 20, 2013, 동권 : 내년에 또 뵐분인데
10:23PM, November 20, 2013, 동권 : 가야지

3:44PM, November 21, 2013
3:44PM, November 21, 2013, 노승은 : 302동이신분 ㅠ 
3:45PM, November 21, 2013, 노승은 : 쏘실 들어가고픈데 카드가없네요

8:59AM, November 22, 2013
8:59AM, November 22, 2013, 전민영 cls11이조 : [마감 임박] 오늘은 자전 학생회장선거의 마지막 날입니다! 현재 투표율은 47.8%! 유효 투표율 달성을 당신의 손으로 할 절호의 기회! 놓치지 마세요. ★1☆분★안☆에★  투☆표★가☆능★

https://vote.snu.ac.kr
위 링크를 클릭하세요

10:59AM, November 24, 2013
10:59AM, November 24, 2013, 전민영 cls11이조 : 혹시 학교에  앱, 웹개발 동아리 추천해주실만한곳 있나요? 와플말고용ㅎㅎ
2:20PM, November 24, 2013, 노승은 : 없나보다 ㅋㅋ
2:20PM, November 24, 2013, 노승은 : 동아리 들어가게*?
2:25PM, November 24, 2013, 전민영 cls11이조 : ㅋㅋㅋ아니 준석이형이 물어보셔서
2:25PM, November 24, 2013, 전민영 cls11이조 : 나는 이미하고있어ㅋㅋ개발동아리
2:26PM, November 24, 2013, 이종혁 cls09이조 : 그 이두희씨가 하는거?
2:26PM, November 24, 2013, 전민영 cls11이조 : 응ㅋㅋㅋ

11:01AM, November 25, 2013
11:01AM, November 25, 2013, 호정 : 컴구과제가뭐였어요?
11:10AM, November 25, 2013, 동권 : 헐킈
11:10AM, November 25, 2013, 동권 : 과제있았음?ㅋㅋ
11:18AM, November 25, 2013, 호정 : ㅋㅋㅋㅋ몰라
11:18AM, November 25, 2013, 동권 : 오늘 지각해서
11:18AM, November 25, 2013, 동권 : 결국 30장 써야댐
11:19AM, November 25, 2013, 동권 : 망해써..
11:19AM, November 25, 2013, 호정 : 지각하면
11:19AM, November 25, 2013, 호정 : 몇번지각하면그거임?
11:19AM, November 25, 2013, 동권 : 2번지각이 한번결석
11:19AM, November 25, 2013, 동권 : 너무 심하자나ㅡㅡ
11:19AM, November 25, 2013, 호정 : 헐ㅋㅋㅋㅋ
11:20AM, November 25, 2013, 동권 : 넌 안전하니 ㅋㅋㅋ
11:20AM, November 25, 2013, 동권 : 진수형은 진짜
11:20AM, November 25, 2013, 동권 : 큰일남
11:20AM, November 25, 2013, 동권 : 200쪽됬어
11:21AM, November 25, 2013, 전민영 cls11이조 : 역시은진수
11:21AM, November 25, 2013, 전민영 cls11이조 : 스케일이다르네
1:31PM, November 25, 2013, 호정 : ㅋㅋ아니불안하다
1:41PM, November 25, 2013, 노승은 : ㅋㅋㅋㅋㅋㅋㅋ진수형
8:50PM, November 25, 2013, 오성민 : 보드타러갈사람
9:03PM, November 25, 2013, 이소명 : 스키가 더 좋음
9:03PM, November 25, 2013, 오성민 : 요새 누가 스키타
9:04PM, November 25, 2013, 이소명 : 보드 타는 사람들 바보. 맨날 멈출줄 몰라서 와서 부딪히기나 하고 ㅉㅉ
9:05PM, November 25, 2013, 오성민 : 스키어들 맨날 멈출줄 모르고 막달리다가 폴로 사람이나 치고
9:06PM, November 25, 2013, 이소명 : (이모티콘_Frodo and Friends)그래. 나만 잘 타면 됬지
9:07PM, November 25, 2013, 오성민 : 맞아 나만 잘타면 됐지
9:07PM, November 25, 2013, 오성민 : 는 아니고
9:07PM, November 25, 2013, 오성민 : 보드 타러가자
9:08PM, November 25, 2013, 오성민 : 처음배우는 사람도 잘가르쳐주는 TSP 재능나눔캠프
9:08PM, November 25, 2013, 오성민 : 학교보드캠프보다도 저렴한 가격
9:08PM, November 25, 2013, 정형식프원 : ㅋㅋㅋㅋ 은은한 맞춤법어택
9:08PM, November 25, 2013, 오성민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 형식이 꺠알같네
9:08PM, November 25, 2013, 오성민 : 깨알
9:08PM, November 25, 2013, 정형식프원 : 음 근데 tsp캠프 저거 진짜 괜찮아요
9:09PM, November 25, 2013, 정형식프원 : 작년에 초급 다녀왔는데 그거 다녀오고나서 어느정도 재밌고 안전하게 탈 수 있게 되었어요 ㅋㅋ
9:10PM, November 25, 2013, 오성민 : 가자
9:10PM, November 25, 2013, 이소명 : 가라.
9:10PM, November 25, 2013, 정형식프원 : 난 출국 이틀전이라 못감 ㅜㅜ
9:11PM, November 25, 2013, 오성민 : 맨날까먹어나
10:28PM, November 25, 2013, 노승은 : 내일 교수님과의 점심맞나요??
10:28PM, November 25, 2013, 노승은 : 12시반 소담마루 가면 돼나여??
10:28PM, November 25, 2013, 이현제 : 네 아마...
10:51PM, November 25, 2013, 유경인 : 소담마루가어디더라
10:52PM, November 25, 2013, 유경인 : 동원관 맞나요
